Setting,Exposure,Theta_A,Seed,Article,t,N,B,A
network,fair,0.7459743804762068,53,a,2,16,1,15
network,fair,0.7459743804762068,53,a,3,3,0,3
network,fair,0.7459743804762068,53,a,4,1,0,1
network,fair,0.7459743804762068,53,a,5,0,0,0
network,fair,0.7459743804762068,53,a,6,0,0,0
network,fair,0.7459743804762068,53,a,7,0,0,0
network,fair,0.7459743804762068,53,a,8,0,0,0
network,fair,0.7459743804762068,53,a,9,0,0,0
network,fair,0.7459743804762068,54,a,0,69,0,69
network,fair,0.7459743804762068,54,a,1,48,1,47
network,fair,0.7459743804762068,54,a,2,22,4,18
network,fair,0.7459743804762068,54,a,3,6,3,3
network,fair,0.7459743804762068,54,a,4,2,2,0
network,fair,0.7459743804762068,54,a,5,0,0,0
network,fair,0.7459743804762068,54,a,6,0,0,0
network,fair,0.7459743804762068,54,a,7,0,0,0
network,fair,0.7459743804762068,54,a,8,0,0,0
network,fair,0.7459743804762068,54,a,9,0,0,0
network,fair,0.7459743804762068,55,a,0,69,0,69
network,fair,0.7459743804762068,55,a,1,49,6,43
network,fair,0.7459743804762068,55,a,2,14,1,13
network,fair,0.7459743804762068,55,a,3,7,2,5
network,fair,0.7459743804762068,55,a,4,1,1,0
network,fair,0.7459743804762068,55,a,5,1,1,0
network,fair,0.7459743804762068,55,a,6,0,0,0
network,fair,0.7459743804762068,55,a,7,0,0,0
network,fair,0.7459743804762068,55,a,8,0,0,0
network,fair,0.7459743804762068,55,a,9,0,0,0
network,fair,0.7459743804762068,56,a,0,69,0,69
network,fair,0.7459743804762068,56,a,1,44,6,38
network,fair,0.7459743804762068,56,a,2,11,2,9
network,fair,0.7459743804762068,56,a,3,10,3,7
network,fair,0.7459743804762068,56,a,4,2,0,2
network,fair,0.7459743804762068,56,a,5,0,0,0
network,fair,0.7459743804762068,56,a,6,0,0,0
network,fair,0.7459743804762068,56,a,7,0,0,0
network,fair,0.7459743804762068,56,a,8,0,0,0
network,fair,0.7459743804762068,56,a,9,0,0,0
network,fair,0.7459743804762068,57,a,0,69,0,69
network,fair,0.7459743804762068,57,a,1,39,0,39
network,fair,0.7459743804762068,57,a,2,16,2,14
network,fair,0.7459743804762068,57,a,3,4,0,4
network,fair,0.7459743804762068,57,a,4,1,0,1
network,fair,0.7459743804762068,57,a,5,2,0,2
network,fair,0.7459743804762068,57,a,6,1,0,1
network,fair,0.7459743804762068,57,a,7,1,1,0
network,fair,0.7459743804762068,57,a,8,0,0,0
network,fair,0.7459743804762068,57,a,9,0,0,0
network,fair,0.7459743804762068,58,a,0,69,0,69
network,fair,0.7459743804762068,58,a,1,45,4,41
network,fair,0.7459743804762068,58,a,2,22,4,18
network,fair,0.7459743804762068,58,a,3,4,0,4
network,fair,0.7459743804762068,58,a,4,0,0,0
network,fair,0.7459743804762068,58,a,5,0,0,0
network,fair,0.7459743804762068,58,a,6,0,0,0
network,fair,0.7459743804762068,58,a,7,0,0,0
network,fair,0.7459743804762068,58,a,8,0,0,0
network,fair,0.7459743804762068,58,a,9,0,0,0
network,fair,0.7459743804762068,59,a,0,69,0,69
network,fair,0.7459743804762068,59,a,1,36,4,32
network,fair,0.7459743804762068,59,a,2,21,5,16
network,fair,0.7459743804762068,59,a,3,8,1,7
network,fair,0.7459743804762068,59,a,4,2,1,1
network,fair,0.7459743804762068,59,a,5,0,0,0
network,fair,0.7459743804762068,59,a,6,0,0,0
network,fair,0.7459743804762068,59,a,7,0,0,0
network,fair,0.7459743804762068,59,a,8,0,0,0
network,fair,0.7459743804762068,59,a,9,0,0,0
network,fair,0.7459743804762068,60,a,0,69,0,69
network,fair,0.7459743804762068,60,a,1,43,3,40
network,fair,0.7459743804762068,60,a,2,17,5,12
network,fair,0.7459743804762068,60,a,3,4,2,2
network,fair,0.7459743804762068,60,a,4,1,0,1
network,fair,0.7459743804762068,60,a,5,0,0,0
network,fair,0.7459743804762068,60,a,6,0,0,0
network,fair,0.7459743804762068,60,a,7,0,0,0
network,fair,0.7459743804762068,60,a,8,0,0,0
network,fair,0.7459743804762068,60,a,9,0,0,0
network,fair,0.7459743804762068,61,a,0,69,0,69
network,fair,0.7459743804762068,61,a,1,37,3,34
network,fair,0.7459743804762068,61,a,2,12,1,11
network,fair,0.7459743804762068,61,a,3,6,2,4
network,fair,0.7459743804762068,61,a,4,4,0,4
network,fair,0.7459743804762068,61,a,5,1,0,1
network,fair,0.7459743804762068,61,a,6,0,0,0
network,fair,0.7459743804762068,61,a,7,0,0,0
network,fair,0.7459743804762068,61,a,8,0,0,0
network,fair,0.7459743804762068,61,a,9,0,0,0
network,fair,0.7459743804762068,62,a,0,69,0,69
network,fair,0.7459743804762068,62,a,1,42,3,39
network,fair,0.7459743804762068,62,a,2,18,0,18
network,fair,0.7459743804762068,62,a,3,3,0,3
network,fair,0.7459743804762068,62,a,4,1,0,1
network,fair,0.7459743804762068,62,a,5,3,3,0
network,fair,0.7459743804762068,62,a,6,1,1,0
network,fair,0.7459743804762068,62,a,7,0,0,0
network,fair,0.7459743804762068,62,a,8,0,0,0
network,fair,0.7459743804762068,62,a,9,0,0,0
network,fair,0.7459743804762068,63,a,0,69,0,69
network,fair,0.7459743804762068,63,a,1,36,2,34
network,fair,0.7459743804762068,63,a,2,26,6,20
network,fair,0.7459743804762068,63,a,3,5,0,5
network,fair,0.7459743804762068,63,a,4,4,1,3
network,fair,0.7459743804762068,63,a,5,1,1,0
network,fair,0.7459743804762068,63,a,6,1,0,1
network,fair,0.7459743804762068,63,a,7,2,2,0
network,fair,0.7459743804762068,63,a,8,1,1,0
network,fair,0.7459743804762068,63,a,9,0,0,0
network,fair,0.7459743804762068,64,a,0,69,0,69
network,fair,0.7459743804762068,64,a,1,57,7,50
network,fair,0.7459743804762068,64,a,2,20,3,17
network,fair,0.7459743804762068,64,a,3,9,4,5
network,fair,0.7459743804762068,64,a,4,2,1,1
network,fair,0.7459743804762068,64,a,5,2,0,2
network,fair,0.7459743804762068,64,a,6,0,0,0
network,fair,0.7459743804762068,64,a,7,0,0,0
network,fair,0.7459743804762068,64,a,8,0,0,0
network,fair,0.7459743804762068,64,a,9,0,0,0
network,fair,0.7459743804762068,65,a,0,69,0,69
network,fair,0.7459743804762068,65,a,1,44,4,40
network,fair,0.7459743804762068,65,a,2,14,0,14
network,fair,0.7459743804762068,65,a,3,4,1,3
network,fair,0.7459743804762068,65,a,4,2,2,0
network,fair,0.7459743804762068,65,a,5,0,0,0
network,fair,0.7459743804762068,65,a,6,0,0,0
network,fair,0.7459743804762068,65,a,7,0,0,0
network,fair,0.7459743804762068,65,a,8,0,0,0
network,fair,0.7459743804762068,65,a,9,0,0,0
network,fair,0.7459743804762068,66,a,0,69,0,69
network,fair,0.7459743804762068,66,a,1,45,2,43
network,fair,0.7459743804762068,66,a,2,15,0,15
network,fair,0.7459743804762068,66,a,3,7,2,5
network,fair,0.7459743804762068,66,a,4,2,1,1
network,fair,0.7459743804762068,66,a,5,0,0,0
network,fair,0.7459743804762068,66,a,6,0,0,0
network,fair,0.7459743804762068,66,a,7,0,0,0
network,fair,0.7459743804762068,66,a,8,0,0,0
network,fair,0.7459743804762068,66,a,9,0,0,0
network,fair,0.7459743804762068,67,a,0,69,0,69
network,fair,0.7459743804762068,67,a,1,39,6,33
network,fair,0.7459743804762068,67,a,2,19,4,15
network,fair,0.7459743804762068,67,a,3,8,2,6
network,fair,0.7459743804762068,67,a,4,3,1,2
network,fair,0.7459743804762068,67,a,5,3,1,2
network,fair,0.7459743804762068,67,a,6,0,0,0
network,fair,0.7459743804762068,67,a,7,0,0,0
network,fair,0.7459743804762068,67,a,8,0,0,0
network,fair,0.7459743804762068,67,a,9,0,0,0
network,fair,0.7459743804762068,68,a,0,69,0,69
network,fair,0.7459743804762068,68,a,1,34,1,33
network,fair,0.7459743804762068,68,a,2,24,3,21
network,fair,0.7459743804762068,68,a,3,7,0,7
network,fair,0.7459743804762068,68,a,4,0,0,0
network,fair,0.7459743804762068,68,a,5,0,0,0
network,fair,0.7459743804762068,68,a,6,0,0,0
network,fair,0.7459743804762068,68,a,7,0,0,0
network,fair,0.7459743804762068,68,a,8,0,0,0
network,fair,0.7459743804762068,68,a,9,0,0,0
network,fair,0.7459743804762068,69,a,0,69,0,69
network,fair,0.7459743804762068,69,a,1,36,3,33
network,fair,0.7459743804762068,69,a,2,24,2,22
network,fair,0.7459743804762068,69,a,3,7,0,7
network,fair,0.7459743804762068,69,a,4,5,2,3
network,fair,0.7459743804762068,69,a,5,2,1,1
network,fair,0.7459743804762068,69,a,6,0,0,0
network,fair,0.7459743804762068,69,a,7,0,0,0
network,fair,0.7459743804762068,69,a,8,0,0,0
network,fair,0.7459743804762068,69,a,9,0,0,0
network,fair,0.7459743804762068,70,a,0,69,0,69
network,fair,0.7459743804762068,70,a,1,44,2,42
network,fair,0.7459743804762068,70,a,2,25,4,21
network,fair,0.7459743804762068,70,a,3,8,2,6
network,fair,0.7459743804762068,70,a,4,2,1,1
network,fair,0.7459743804762068,70,a,5,1,0,1
network,fair,0.7459743804762068,70,a,6,0,0,0
network,fair,0.7459743804762068,70,a,7,0,0,0
network,fair,0.7459743804762068,70,a,8,0,0,0
network,fair,0.7459743804762068,70,a,9,0,0,0
network,fair,0.7459743804762068,71,a,0,69,0,69
network,fair,0.7459743804762068,71,a,1,41,0,41
network,fair,0.7459743804762068,71,a,2,17,2,15
network,fair,0.7459743804762068,71,a,3,5,1,4
network,fair,0.7459743804762068,71,a,4,0,0,0
network,fair,0.7459743804762068,71,a,5,0,0,0
network,fair,0.7459743804762068,71,a,6,0,0,0
network,fair,0.7459743804762068,71,a,7,0,0,0
network,fair,0.7459743804762068,71,a,8,0,0,0
network,fair,0.7459743804762068,71,a,9,0,0,0
network,fair,0.7459743804762068,72,a,0,69,0,69
network,fair,0.7459743804762068,72,a,1,44,4,40
network,fair,0.7459743804762068,72,a,2,25,2,23
network,fair,0.7459743804762068,72,a,3,2,0,2
network,fair,0.7459743804762068,72,a,4,0,0,0
network,fair,0.7459743804762068,72,a,5,0,0,0
network,fair,0.7459743804762068,72,a,6,0,0,0
network,fair,0.7459743804762068,72,a,7,0,0,0
network,fair,0.7459743804762068,72,a,8,0,0,0
network,fair,0.7459743804762068,72,a,9,0,0,0
network,fair,0.7459743804762068,73,a,0,69,0,69
network,fair,0.7459743804762068,73,a,1,43,4,39
network,fair,0.7459743804762068,73,a,2,22,2,20
network,fair,0.7459743804762068,73,a,3,11,3,8
network,fair,0.7459743804762068,73,a,4,3,2,1
network,fair,0.7459743804762068,73,a,5,0,0,0
network,fair,0.7459743804762068,73,a,6,0,0,0
network,fair,0.7459743804762068,73,a,7,0,0,0
network,fair,0.7459743804762068,73,a,8,0,0,0
network,fair,0.7459743804762068,73,a,9,0,0,0
network,fair,0.7459743804762068,74,a,0,69,0,69
network,fair,0.7459743804762068,74,a,1,41,1,40
network,fair,0.7459743804762068,74,a,2,15,2,13
network,fair,0.7459743804762068,74,a,3,4,0,4
network,fair,0.7459743804762068,74,a,4,1,0,1
network,fair,0.7459743804762068,74,a,5,0,0,0
network,fair,0.7459743804762068,74,a,6,0,0,0
network,fair,0.7459743804762068,74,a,7,0,0,0
network,fair,0.7459743804762068,74,a,8,0,0,0
network,fair,0.7459743804762068,74,a,9,0,0,0
network,fair,0.7459743804762068,75,a,0,69,0,69
network,fair,0.7459743804762068,75,a,1,42,2,40
network,fair,0.7459743804762068,75,a,2,19,0,19
network,fair,0.7459743804762068,75,a,3,4,0,4
network,fair,0.7459743804762068,75,a,4,3,2,1
network,fair,0.7459743804762068,75,a,5,0,0,0
network,fair,0.7459743804762068,75,a,6,0,0,0
network,fair,0.7459743804762068,75,a,7,0,0,0
network,fair,0.7459743804762068,75,a,8,0,0,0
network,fair,0.7459743804762068,75,a,9,0,0,0
network,fair,0.7459743804762068,76,a,0,69,0,69
network,fair,0.7459743804762068,76,a,1,45,4,41
network,fair,0.7459743804762068,76,a,2,24,7,17
network,fair,0.7459743804762068,76,a,3,7,3,4
network,fair,0.7459743804762068,76,a,4,0,0,0
network,fair,0.7459743804762068,76,a,5,0,0,0
network,fair,0.7459743804762068,76,a,6,0,0,0
network,fair,0.7459743804762068,76,a,7,0,0,0
network,fair,0.7459743804762068,76,a,8,0,0,0
network,fair,0.7459743804762068,76,a,9,0,0,0
network,fair,0.7459743804762068,77,a,0,69,0,69
network,fair,0.7459743804762068,77,a,1,39,2,37
network,fair,0.7459743804762068,77,a,2,25,4,21
network,fair,0.7459743804762068,77,a,3,8,1,7
network,fair,0.7459743804762068,77,a,4,0,0,0
network,fair,0.7459743804762068,77,a,5,0,0,0
network,fair,0.7459743804762068,77,a,6,0,0,0
network,fair,0.7459743804762068,77,a,7,0,0,0
network,fair,0.7459743804762068,77,a,8,0,0,0
network,fair,0.7459743804762068,77,a,9,0,0,0
network,fair,0.7459743804762068,78,a,0,69,0,69
network,fair,0.7459743804762068,78,a,1,50,2,48
network,fair,0.7459743804762068,78,a,2,21,7,14
network,fair,0.7459743804762068,78,a,3,2,0,2
network,fair,0.7459743804762068,78,a,4,0,0,0
network,fair,0.7459743804762068,78,a,5,0,0,0
network,fair,0.7459743804762068,78,a,6,0,0,0
network,fair,0.7459743804762068,78,a,7,0,0,0
network,fair,0.7459743804762068,78,a,8,0,0,0
network,fair,0.7459743804762068,78,a,9,0,0,0
network,fair,0.7459743804762068,79,a,0,69,0,69
network,fair,0.7459743804762068,79,a,1,34,2,32
network,fair,0.7459743804762068,79,a,2,18,3,15
network,fair,0.7459743804762068,79,a,3,6,2,4
network,fair,0.7459743804762068,79,a,4,1,0,1
network,fair,0.7459743804762068,79,a,5,0,0,0
network,fair,0.7459743804762068,79,a,6,0,0,0
network,fair,0.7459743804762068,79,a,7,0,0,0
network,fair,0.7459743804762068,79,a,8,0,0,0
network,fair,0.7459743804762068,79,a,9,0,0,0
network,fair,0.7459743804762068,80,a,0,69,0,69
network,fair,0.7459743804762068,80,a,1,40,4,36
network,fair,0.7459743804762068,80,a,2,20,2,18
network,fair,0.7459743804762068,80,a,3,4,0,4
network,fair,0.7459743804762068,80,a,4,2,0,2
network,fair,0.7459743804762068,80,a,5,1,0,1
network,fair,0.7459743804762068,80,a,6,2,2,0
network,fair,0.7459743804762068,80,a,7,1,1,0
network,fair,0.7459743804762068,80,a,8,0,0,0
network,fair,0.7459743804762068,80,a,9,0,0,0
network,fair,0.7459743804762068,81,a,0,69,0,69
network,fair,0.7459743804762068,81,a,1,43,0,43
network,fair,0.7459743804762068,81,a,2,22,1,21
network,fair,0.7459743804762068,81,a,3,6,0,6
network,fair,0.7459743804762068,81,a,4,1,1,0
network,fair,0.7459743804762068,81,a,5,0,0,0
network,fair,0.7459743804762068,81,a,6,0,0,0
network,fair,0.7459743804762068,81,a,7,0,0,0
network,fair,0.7459743804762068,81,a,8,0,0,0
network,fair,0.7459743804762068,81,a,9,0,0,0
network,fair,0.7459743804762068,82,a,0,69,0,69
network,fair,0.7459743804762068,82,a,1,38,3,35
network,fair,0.7459743804762068,82,a,2,26,5,21
network,fair,0.7459743804762068,82,a,3,6,2,4
network,fair,0.7459743804762068,82,a,4,0,0,0
network,fair,0.7459743804762068,82,a,5,0,0,0
network,fair,0.7459743804762068,82,a,6,0,0,0
network,fair,0.7459743804762068,82,a,7,0,0,0
network,fair,0.7459743804762068,82,a,8,0,0,0
network,fair,0.7459743804762068,82,a,9,0,0,0
network,fair,0.7459743804762068,83,a,0,69,0,69
network,fair,0.7459743804762068,83,a,1,42,5,37
network,fair,0.7459743804762068,83,a,2,16,1,15
network,fair,0.7459743804762068,83,a,3,3,0,3
network,fair,0.7459743804762068,83,a,4,0,0,0
network,fair,0.7459743804762068,83,a,5,0,0,0
network,fair,0.7459743804762068,83,a,6,0,0,0
network,fair,0.7459743804762068,83,a,7,0,0,0
network,fair,0.7459743804762068,83,a,8,0,0,0
network,fair,0.7459743804762068,83,a,9,0,0,0
network,fair,0.7459743804762068,84,a,0,69,0,69
network,fair,0.7459743804762068,84,a,1,52,4,48
network,fair,0.7459743804762068,84,a,2,26,4,22
network,fair,0.7459743804762068,84,a,3,4,0,4
network,fair,0.7459743804762068,84,a,4,2,0,2
network,fair,0.7459743804762068,84,a,5,0,0,0
network,fair,0.7459743804762068,84,a,6,0,0,0
network,fair,0.7459743804762068,84,a,7,0,0,0
network,fair,0.7459743804762068,84,a,8,0,0,0
network,fair,0.7459743804762068,84,a,9,0,0,0
network,fair,0.7459743804762068,85,a,0,69,0,69
network,fair,0.7459743804762068,85,a,1,52,2,50
network,fair,0.7459743804762068,85,a,2,9,2,7
network,fair,0.7459743804762068,85,a,3,3,0,3
network,fair,0.7459743804762068,85,a,4,2,1,1
network,fair,0.7459743804762068,85,a,5,1,1,0
network,fair,0.7459743804762068,85,a,6,0,0,0
network,fair,0.7459743804762068,85,a,7,0,0,0
network,fair,0.7459743804762068,85,a,8,0,0,0
network,fair,0.7459743804762068,85,a,9,0,0,0
network,fair,0.7459743804762068,86,a,0,69,0,69
network,fair,0.7459743804762068,86,a,1,50,1,49
network,fair,0.7459743804762068,86,a,2,19,2,17
network,fair,0.7459743804762068,86,a,3,10,2,8
network,fair,0.7459743804762068,86,a,4,2,2,0
network,fair,0.7459743804762068,86,a,5,0,0,0
network,fair,0.7459743804762068,86,a,6,0,0,0
network,fair,0.7459743804762068,86,a,7,0,0,0
network,fair,0.7459743804762068,86,a,8,0,0,0
network,fair,0.7459743804762068,86,a,9,0,0,0
network,fair,0.7459743804762068,87,a,0,69,0,69
network,fair,0.7459743804762068,87,a,1,43,2,41
network,fair,0.7459743804762068,87,a,2,27,2,25
network,fair,0.7459743804762068,87,a,3,5,1,4
network,fair,0.7459743804762068,87,a,4,2,1,1
network,fair,0.7459743804762068,87,a,5,0,0,0
network,fair,0.7459743804762068,87,a,6,0,0,0
network,fair,0.7459743804762068,87,a,7,0,0,0
network,fair,0.7459743804762068,87,a,8,0,0,0
network,fair,0.7459743804762068,87,a,9,0,0,0
network,fair,0.7459743804762068,88,a,0,69,0,69
network,fair,0.7459743804762068,88,a,1,45,3,42
network,fair,0.7459743804762068,88,a,2,13,2,11
network,fair,0.7459743804762068,88,a,3,10,2,8
network,fair,0.7459743804762068,88,a,4,4,1,3
network,fair,0.7459743804762068,88,a,5,0,0,0
network,fair,0.7459743804762068,88,a,6,0,0,0
network,fair,0.7459743804762068,88,a,7,0,0,0
network,fair,0.7459743804762068,88,a,8,0,0,0
network,fair,0.7459743804762068,88,a,9,0,0,0
network,fair,0.7459743804762068,89,a,0,69,0,69
network,fair,0.7459743804762068,89,a,1,48,3,45
network,fair,0.7459743804762068,89,a,2,14,1,13
network,fair,0.7459743804762068,89,a,3,5,0,5
network,fair,0.7459743804762068,89,a,4,1,0,1
network,fair,0.7459743804762068,89,a,5,0,0,0
network,fair,0.7459743804762068,89,a,6,0,0,0
network,fair,0.7459743804762068,89,a,7,0,0,0
network,fair,0.7459743804762068,89,a,8,0,0,0
network,fair,0.7459743804762068,89,a,9,0,0,0
network,fair,0.7459743804762068,90,a,0,69,0,69
network,fair,0.7459743804762068,90,a,1,51,3,48
network,fair,0.7459743804762068,90,a,2,21,2,19
network,fair,0.7459743804762068,90,a,3,7,2,5
network,fair,0.7459743804762068,90,a,4,2,0,2
network,fair,0.7459743804762068,90,a,5,0,0,0
network,fair,0.7459743804762068,90,a,6,0,0,0
network,fair,0.7459743804762068,90,a,7,0,0,0
network,fair,0.7459743804762068,90,a,8,0,0,0
network,fair,0.7459743804762068,90,a,9,0,0,0
network,fair,0.7459743804762068,91,a,0,69,0,69
network,fair,0.7459743804762068,91,a,1,44,4,40
network,fair,0.7459743804762068,91,a,2,22,0,22
network,fair,0.7459743804762068,91,a,3,7,1,6
network,fair,0.7459743804762068,91,a,4,1,1,0
network,fair,0.7459743804762068,91,a,5,0,0,0
network,fair,0.7459743804762068,91,a,6,0,0,0
network,fair,0.7459743804762068,91,a,7,0,0,0
network,fair,0.7459743804762068,91,a,8,0,0,0
network,fair,0.7459743804762068,91,a,9,0,0,0
network,fair,0.7459743804762068,92,a,0,69,0,69
network,fair,0.7459743804762068,92,a,1,41,3,38
network,fair,0.7459743804762068,92,a,2,16,3,13
network,fair,0.7459743804762068,92,a,3,7,2,5
network,fair,0.7459743804762068,92,a,4,1,0,1
network,fair,0.7459743804762068,92,a,5,0,0,0
network,fair,0.7459743804762068,92,a,6,0,0,0
network,fair,0.7459743804762068,92,a,7,0,0,0
network,fair,0.7459743804762068,92,a,8,0,0,0
network,fair,0.7459743804762068,92,a,9,0,0,0
network,fair,0.7459743804762068,93,a,0,69,0,69
network,fair,0.7459743804762068,93,a,1,45,1,44
network,fair,0.7459743804762068,93,a,2,24,3,21
network,fair,0.7459743804762068,93,a,3,5,1,4
network,fair,0.7459743804762068,93,a,4,0,0,0
network,fair,0.7459743804762068,93,a,5,0,0,0
network,fair,0.7459743804762068,93,a,6,0,0,0
network,fair,0.7459743804762068,93,a,7,0,0,0
network,fair,0.7459743804762068,93,a,8,0,0,0
network,fair,0.7459743804762068,93,a,9,0,0,0
network,fair,0.7459743804762068,94,a,0,69,0,69
network,fair,0.7459743804762068,94,a,1,39,6,33
network,fair,0.7459743804762068,94,a,2,14,3,11
network,fair,0.7459743804762068,94,a,3,0,0,0
network,fair,0.7459743804762068,94,a,4,0,0,0
network,fair,0.7459743804762068,94,a,5,0,0,0
network,fair,0.7459743804762068,94,a,6,0,0,0
network,fair,0.7459743804762068,94,a,7,0,0,0
network,fair,0.7459743804762068,94,a,8,0,0,0
network,fair,0.7459743804762068,94,a,9,0,0,0
network,fair,0.7459743804762068,95,a,0,69,0,69
network,fair,0.7459743804762068,95,a,1,37,4,33
network,fair,0.7459743804762068,95,a,2,17,3,14
network,fair,0.7459743804762068,95,a,3,3,0,3
network,fair,0.7459743804762068,95,a,4,0,0,0
network,fair,0.7459743804762068,95,a,5,0,0,0
network,fair,0.7459743804762068,95,a,6,0,0,0
network,fair,0.7459743804762068,95,a,7,0,0,0
network,fair,0.7459743804762068,95,a,8,0,0,0
network,fair,0.7459743804762068,95,a,9,0,0,0
network,fair,0.7459743804762068,96,a,0,69,0,69
network,fair,0.7459743804762068,96,a,1,35,2,33
network,fair,0.7459743804762068,96,a,2,20,5,15
network,fair,0.7459743804762068,96,a,3,5,2,3
network,fair,0.7459743804762068,96,a,4,1,0,1
network,fair,0.7459743804762068,96,a,5,0,0,0
network,fair,0.7459743804762068,96,a,6,0,0,0
network,fair,0.7459743804762068,96,a,7,0,0,0
network,fair,0.7459743804762068,96,a,8,0,0,0
network,fair,0.7459743804762068,96,a,9,0,0,0
network,fair,0.7459743804762068,97,a,0,69,0,69
network,fair,0.7459743804762068,97,a,1,42,5,37
network,fair,0.7459743804762068,97,a,2,13,2,11
network,fair,0.7459743804762068,97,a,3,4,0,4
network,fair,0.7459743804762068,97,a,4,2,0,2
network,fair,0.7459743804762068,97,a,5,1,0,1
network,fair,0.7459743804762068,97,a,6,0,0,0
network,fair,0.7459743804762068,97,a,7,0,0,0
network,fair,0.7459743804762068,97,a,8,0,0,0
network,fair,0.7459743804762068,97,a,9,0,0,0
network,fair,0.7459743804762068,98,a,0,69,0,69
network,fair,0.7459743804762068,98,a,1,43,1,42
network,fair,0.7459743804762068,98,a,2,19,4,15
network,fair,0.7459743804762068,98,a,3,2,1,1
network,fair,0.7459743804762068,98,a,4,0,0,0
network,fair,0.7459743804762068,98,a,5,0,0,0
network,fair,0.7459743804762068,98,a,6,0,0,0
network,fair,0.7459743804762068,98,a,7,0,0,0
